6,0.474,0.368,0.117,0.504,0.35,0.131,0.074,0,0,1
12,0.642,0.501,0.169,1.301,0.516,0.297,0.393,0,1,0
3,0.32,0.237,0.09,0.064,0.102,0.001,0.013,0,0,1
5,0.501,0.409,0.101,0.633,0.292,0.12,0.146,0,1,0
6,0.279,0.182,0.046,0.002,0.001,0.001,0.002,0,0,1
12,0.63,0.478,0.172,1.118,0.45,0.227,0.346,0,1,0
13,0.506,0.385,0.164,0.958,0.386,0.236,0.283,0,1,0
7,0.295,0.219,0.083,0.002,0.001,0.001,0.002,1,0,0
4,0.464,0.334,0.137,0.754,0.31,0.161,0.278,1,0,0
7,0.407,0.317,0.105,0.08,0.045,0.013,0.046,0,0,1
7,0.475,0.38,0.133,0.835,0.402,0.203,0.188,1,0,0
17,0.561,0.455,0.179,1.191,0.413,0.277,0.36,0,1,0
7,0.561,0.433,0.113,0.766,0.346,0.185,0.2,1,0,0
6,0.574,0.44,0.164,1.182,0.579,0.241,0.304,0,0,1
9,0.612,0.492,0.146,1.533,0.665,0.322,0.406,1,0,0
14,0.655,0.537,0.17,1.663,0.726,0.358,0.435,1,0,0
8,0.59,0.467,0.132,1.007,0.457,0.21,0.272,0,0,1
9,0.501,0.345,0.127,0.467,0.158,0.113,0.15,0,1,0
10,0.659,0.51,0.166,1.321,0.646,0.274,0.333,0,0,1
9,0.505,0.411,0.114,0.723,0.36,0.177,0.219,0,0,1
9,0.436,0.359,0.115,0.496,0.207,0.117,0.153,1,0,0
12,0.401,0.317,0.094,0.002,0.001,0.01,0.062,0,1,0
10,0.54,0.418,0.146,0.575,0.268,0.144,0.184,1,0,0
12,0.74,0.597,0.197,1.774,0.782,0.37,0.483,1,0,0
9,0.523,0.388,0.138,0.633,0.31,0.159,0.186,0,0,1
11,0.603,0.453,0.178,1.118,0.574,0.231,0.306,0,1,0
7,0.334,0.222,0.085,0.145,0.033,0.001,0.056,0,0,1
8,0.406,0.299,0.092,0.117,0.039,0.001,0.058,0,1,0
6,0.329,0.27,0.069,0.002,0.072,0.001,0.002,0,0,1
7,0.426,0.352,0.126,0.333,0.155,0.078,0.152,0,1,0
10,0.417,0.344,0.094,0.399,0.213,0.057,0.127,1,0,0
3,0.382,0.307,0.128,0.595,0.314,0.136,0.171,0,0,1
9,0.494,0.364,0.094,0.662,0.278,0.196,0.196,0,1,0
11,0.54,0.403,0.153,0.754,0.283,0.162,0.238,0,0,1
8,0.694,0.552,0.219,1.485,0.619,0.316,0.454,0,0,1
10,0.55,0.411,0.155,0.901,0.393,0.199,0.239,1,0,0
11,0.597,0.487,0.161,1.228,0.506,0.249,0.418,0,1,0
12,0.662,0.509,0.169,0.965,0.382,0.195,0.283,0,0,1
7,0.653,0.523,0.187,1.601,0.77,0.367,0.376,1,0,0
9,0.441,0.341,0.097,0.379,0.169,0.078,0.098,0,0,1
7,0.463,0.364,0.126,0.716,0.259,0.13,0.222,1,0,0
10,0.522,0.398,0.17,0.67,0.225,0.143,0.202,0,0,1
14,0.518,0.397,0.145,0.752,0.224,0.208,0.247,0,0,1
15,0.388,0.283,0.073,0.125,0.042,0.003,0.083,1,0,0
8,0.352,0.295,0.088,0.705,0.412,0.123,0.14,1,0,0
16,0.652,0.54,0.192,1.223,0.534,0.223,0.395,0,0,1
8,0.342,0.257,0.071,0.002,0.001,0.017,0.033,0,0,1
1,0.29,0.197,0.053,0.002,0.001,0.001,0.002,0,0,1
6,0.467,0.36,0.108,0.736,0.342,0.171,0.18,1,0,0
11,0.432,0.34,0.126,0.539,0.245,0.103,0.162,0,1,0
8,0.373,0.297,0.109,0.636,0.239,0.114,0.195,1,0,0
5,0.472,0.354,0.122,0.316,0.17,0.107,0.081,0,1,0
9,0.516,0.381,0.134,0.563,0.262,0.09,0.178,0,0,1
8,0.538,0.401,0.142,0.913,0.393,0.191,0.248,1,0,0
7,0.41,0.324,0.104,0.406,0.176,0.109,0.116,0,0,1
10,0.545,0.432,0.16,0.855,0.361,0.235,0.216,0,0,1
12,0.662,0.521,0.167,1.475,0.641,0.251,0.452,0,0,1
11,0.523,0.384,0.102,0.669,0.336,0.124,0.162,0,0,1
11,0.62,0.486,0.175,1.481,0.682,0.32,0.403,0,1,0
10,0.486,0.381,0.135,0.622,0.293,0.115,0.181,0,0,1
6,0.536,0.424,0.105,0.801,0.367,0.22,0.191,1,0,0
11,0.665,0.55,0.201,1.76,0.715,0.463,0.463,0,0,1
18,0.655,0.518,0.202,1.658,0.669,0.404,0.532,0,0,1
9,0.39,0.311,0.078,0.002,0.002,0.001,0.059,0,0,1
10,0.437,0.319,0.099,0.859,0.4,0.183,0.26,0,1,0
10,0.505,0.405,0.143,1.002,0.487,0.238,0.292,0,0,1
9,0.337,0.264,0.112,0.064,0.05,0.001,0.004,0,0,1
8,0.506,0.386,0.11,0.719,0.252,0.115,0.243,0,0,1
7,0.525,0.374,0.112,0.773,0.328,0.225,0.169,1,0,0
6,0.345,0.248,0.068,0.179,0.001,0.078,0.088,0,0,1
13,0.605,0.463,0.179,1.244,0.579,0.266,0.37,0,0,1
12,0.555,0.452,0.137,1.192,0.6,0.257,0.263,0,0,1
9,0.535,0.415,0.101,0.677,0.397,0.111,0.166,1,0,0
12,0.717,0.543,0.214,1.476,0.742,0.296,0.431,0,0,1
4,0.421,0.301,0.102,0.407,0.147,0.09,0.101,0,1,0
14,0.443,0.345,0.137,0.979,0.408,0.195,0.255,1,0,0
13,0.582,0.479,0.148,1.575,0.781,0.324,0.427,1,0,0
14,0.654,0.525,0.172,1.365,0.658,0.272,0.355,0,1,0
12,0.386,0.307,0.074,0.425,0.124,0.097,0.132,0,0,1
8,0.452,0.358,0.1,0.513,0.183,0.099,0.175,0,0,1
4,0.291,0.234,0.07,0.189,0.151,0.03,0.037,0,0,1
16,0.621,0.494,0.175,1.166,0.495,0.289,0.324,0,0,1
14,0.467,0.363,0.14,0.896,0.314,0.202,0.253,0,1,0
11,0.55,0.436,0.131,0.597,0.22,0.138,0.204,1,0,0
17,0.528,0.441,0.132,0.664,0.176,0.144,0.281,0,0,1
10,0.643,0.475,0.145,1.453,0.731,0.291,0.314,1,0,0
14,0.797,0.65,0.248,2.114,0.962,0.502,0.567,0,0,1
12,0.448,0.365,0.11,0.415,0.136,0.034,0.207,0,1,0
15,0.613,0.492,0.197,1.247,0.472,0.252,0.423,0,1,0
7,0.527,0.422,0.126,0.636,0.36,0.161,0.202,0,0,1
6,0.407,0.338,0.111,0.387,0.237,0.082,0.075,0,1,0
7,0.437,0.335,0.129,0.445,0.188,0.081,0.138,0,0,1
15,0.555,0.445,0.171,1.056,0.474,0.218,0.287,0,0,1
10,0.675,0.526,0.159,1.341,0.499,0.322,0.466,0,1,0
9,0.414,0.306,0.122,0.319,0.172,0.103,0.027,0,0,1
14,0.626,0.497,0.18,1.251,0.535,0.254,0.376,0,1,0
10,0.205,0.144,0.035,0.002,0.001,0.001,0.002,0,0,1
11,0.261,0.204,0.069,0.002,0.001,0.001,0.011,0,1,0
8,0.438,0.344,0.104,0.508,0.215,0.171,0.152,0,1,0
11,0.684,0.528,0.188,1.598,0.697,0.376,0.467,0,0,1
14,0.509,0.396,0.128,0.601,0.209,0.125,0.264,0,0,1
15,0.704,0.577,0.177,1.623,0.668,0.325,0.468,0,1,0
10,0.495,0.382,0.13,0.98,0.331,0.244,0.285,0,0,1
12,0.64,0.521,0.183,1.418,0.614,0.381,0.38,0,1,0
4,0.332,0.261,0.055,0.068,0.058,0.001,0.007,1,0,0
13,0.554,0.45,0.155,0.78,0.285,0.199,0.262,0,0,1
7,0.402,0.328,0.085,0.463,0.141,0.153,0.145,0,0,1
10,0.526,0.401,0.136,0.854,0.361,0.176,0.257,0,0,1
14,0.485,0.34,0.13,0.998,0.476,0.235,0.279,1,0,0
14,0.509,0.398,0.136,0.465,0.09,0.187,0.131,0,1,0
9,0.469,0.355,0.122,0.508,0.186,0.111,0.153,0,0,1
12,0.532,0.428,0.161,0.83,0.335,0.19,0.239,0,1,0
11,0.435,0.365,0.131,0.741,0.185,0.165,0.297,0,0,1
15,0.57,0.475,0.17,1.041,0.476,0.213,0.275,0,1,0
8,0.393,0.271,0.113,0.585,0.244,0.129,0.173,0,0,1
9,0.438,0.339,0.139,0.54,0.205,0.141,0.141,0,1,0
5,0.332,0.266,0.072,0.04,0.042,0.035,0.002,0,0,1
6,0.461,0.334,0.082,0.437,0.248,0.074,0.072,0,0,1
6,0.672,0.525,0.206,1.452,0.746,0.34,0.372,0,0,1
10,0.507,0.391,0.123,0.879,0.341,0.178,0.309,1,0,0
13,0.559,0.446,0.172,0.977,0.368,0.186,0.328,1,0,0
6,0.401,0.306,0.083,0.237,0.044,0.038,0.116,0,1,0
13,0.556,0.44,0.173,1.084,0.47,0.197,0.338,0,0,1
11,0.384,0.296,0.118,0.733,0.218,0.152,0.263,0,0,1
11,0.709,0.523,0.174,1.498,0.639,0.323,0.43,0,1,0
9,0.548,0.434,0.159,1.088,0.434,0.211,0.278,0,0,1
15,0.651,0.519,0.187,1.32,0.629,0.296,0.348,0,0,1
5,0.453,0.336,0.097,0.381,0.237,0.061,0.119,0,1,0
8,0.427,0.321,0.069,0.26,0.119,0.054,0.05,0,1,0
9,0.485,0.37,0.15,1.022,0.475,0.167,0.27,0,0,1
16,0.527,0.418,0.178,0.79,0.25,0.206,0.269,0,0,1
6,0.442,0.313,0.105,0.618,0.279,0.158,0.147,0,0,1
12,0.588,0.471,0.181,0.944,0.443,0.16,0.277,1,0,0
11,0.463,0.344,0.148,0.684,0.252,0.154,0.215,0,1,0
15,0.527,0.435,0.158,0.993,0.379,0.199,0.382,0,1,0
5,0.246,0.165,0.056,0.002,0.033,0.001,0.002,0,0,1
8,0.55,0.424,0.154,1.186,0.57,0.224,0.325,1,0,0
11,0.607,0.459,0.171,1.242,0.503,0.326,0.364,0,0,1
13,0.643,0.527,0.205,1.565,0.637,0.34,0.458,0,0,1
9,0.384,0.306,0.067,0.103,0.001,0.001,0.108,0,1,0
8,0.339,0.281,0.093,0.318,0.119,0.034,0.081,0,0,1
11,0.583,0.463,0.15,1.362,0.607,0.298,0.322,1,0,0
10,0.538,0.421,0.112,1.174,0.651,0.204,0.216,1,0,0
12,0.351,0.268,0.132,0.355,0.05,0.106,0.14,0,0,1
8,0.361,0.27,0.089,0.051,0.031,0.045,0.002,1,0,0
14,0.582,0.453,0.18,1.184,0.475,0.289,0.342,0,1,0
1,0.391,0.306,0.068,0.289,0.21,0.061,0.062,0,1,0
9,0.354,0.261,0.117,0.002,0.001,0.018,0.03,0,1,0
11,0.514,0.396,0.121,0.593,0.264,0.095,0.217,0,0,1
7,0.482,0.372,0.113,0.85,0.405,0.136,0.241,1,0,0
9,0.449,0.319,0.129,0.419,0.21,0.089,0.15,0,0,1
7,0.474,0.384,0.121,0.245,0.119,0.093,0.063,0,1,0
13,0.631,0.489,0.178,1.299,0.563,0.269,0.365,1,0,0
14,0.619,0.479,0.161,1.171,0.488,0.224,0.42,0,0,1
6,0.419,0.268,0.08,0.622,0.261,0.172,0.131,0,0,1
10,0.607,0.481,0.152,0.897,0.389,0.236,0.289,1,0,0
14,0.751,0.567,0.2,1.546,0.7,0.314,0.427,0,0,1
7,0.371,0.282,0.077,0.002,0.001,0.001,0.002,0,1,0
11,0.593,0.467,0.168,1.208,0.432,0.25,0.411,0,1,0
11,0.512,0.416,0.127,0.936,0.397,0.199,0.267,0,1,0
9,0.576,0.445,0.16,0.988,0.44,0.217,0.312,0,0,1
12,0.429,0.35,0.098,0.114,0.025,0.021,0.064,1,0,0
7,0.454,0.349,0.112,0.992,0.327,0.237,0.262,1,0,0
15,0.683,0.551,0.209,1.395,0.583,0.329,0.446,0,0,1
13,0.489,0.418,0.131,0.469,0.164,0.084,0.199,1,0,0
12,0.535,0.424,0.127,0.789,0.31,0.163,0.297,0,1,0
14,0.602,0.47,0.188,0.984,0.449,0.214,0.231,1,0,0
11,0.482,0.369,0.131,0.859,0.387,0.171,0.233,0,0,1
2,0.429,0.327,0.105,0.53,0.196,0.164,0.154,0,1,0
4,0.375,0.258,0.079,0.308,0.223,0.041,0.024,0,1,0
11,0.444,0.343,0.131,0.341,0.112,0.089,0.171,0,1,0
9,0.47,0.368,0.157,0.524,0.159,0.092,0.179,0,0,1
12,0.633,0.51,0.182,1.419,0.647,0.337,0.36,0,0,1
11,0.439,0.334,0.112,0.509,0.188,0.124,0.174,1,0,0
6,0.462,0.379,0.112,0.464,0.165,0.112,0.136,0,0,1
15,0.521,0.43,0.146,0.879,0.345,0.171,0.241,0,1,0
6,0.472,0.334,0.103,0.549,0.236,0.101,0.147,0,0,1
15,0.685,0.51,0.187,1.327,0.628,0.318,0.338,1,0,0
9,0.47,0.367,0.164,0.704,0.288,0.182,0.222,0,1,0
11,0.369,0.292,0.102,0.415,0.139,0.097,0.137,1,0,0
14,0.527,0.414,0.132,1.035,0.367,0.265,0.292,1,0,0
11,0.506,0.414,0.107,0.77,0.37,0.17,0.217,1,0,0
9,0.45,0.35,0.144,0.773,0.234,0.204,0.267,0,0,1
11,0.566,0.446,0.158,0.712,0.299,0.18,0.202,0,1,0
7,0.479,0.352,0.134,0.791,0.343,0.154,0.218,1,0,0
15,0.741,0.58,0.219,1.974,0.876,0.4,0.565,1,0,0
9,0.528,0.412,0.177,1.037,0.468,0.257,0.276,0,0,1
9,0.513,0.379,0.138,0.935,0.391,0.158,0.312,1,0,0
7,0.356,0.278,0.078,0.148,0.01,0.052,0.054,0,0,1
9,0.517,0.409,0.103,0.643,0.294,0.141,0.171,0,0,1
11,0.588,0.44,0.153,1.06,0.504,0.231,0.215,0,0,1
12,0.655,0.522,0.187,1.342,0.631,0.294,0.366,0,1,0
11,0.458,0.339,0.114,0.444,0.169,0.082,0.129,0,0,1
8,0.456,0.336,0.125,0.374,0.154,0.129,0.148,1,0,0
8,0.561,0.447,0.141,0.775,0.317,0.169,0.242,0,0,1
14,0.62,0.482,0.175,0.797,0.364,0.164,0.233,0,0,1
10,0.505,0.394,0.181,0.846,0.253,0.178,0.326,0,1,0
9,0.46,0.339,0.123,0.705,0.237,0.209,0.16,1,0,0
7,0.541,0.43,0.135,1.259,0.55,0.229,0.328,1,0,0
10,0.455,0.346,0.106,0.475,0.238,0.053,0.187,0,1,0
9,0.438,0.328,0.148,0.712,0.256,0.19,0.227,0,0,1
8,0.459,0.388,0.124,0.798,0.288,0.159,0.213,0,1,0
15,0.644,0.514,0.152,1.348,0.522,0.331,0.391,1,0,0
7,0.608,0.477,0.161,1.064,0.576,0.216,0.271,1,0,0
12,0.593,0.487,0.149,0.801,0.285,0.183,0.254,0,0,1
8,0.526,0.409,0.134,0.632,0.245,0.119,0.243,0,0,1
7,0.529,0.412,0.142,1.073,0.575,0.23,0.247,1,0,0
11,0.528,0.395,0.145,0.979,0.404,0.201,0.272,0,1,0
7,0.422,0.316,0.105,0.624,0.265,0.136,0.143,1,0,0
8,0.471,0.383,0.106,0.399,0.165,0.128,0.133,1,0,0
12,0.662,0.53,0.178,1.313,0.527,0.261,0.366,0,0,1
12,0.466,0.37,0.11,0.828,0.37,0.148,0.279,0,0,1
12,0.549,0.408,0.122,0.962,0.396,0.167,0.329,0,1,0
12,0.713,0.551,0.183,1.649,0.763,0.407,0.433,0,0,1
8,0.503,0.405,0.116,0.781,0.435,0.146,0.153,0,0,1
14,0.464,0.352,0.144,0.417,0.136,0.08,0.147,0,0,1
4,0.325,0.234,0.071,0.146,0.069,0.021,0.003,1,0,0
9,0.538,0.441,0.15,1.067,0.441,0.223,0.324,1,0,0
15,0.691,0.528,0.199,1.635,0.73,0.347,0.447,0,0,1
5,0.278,0.19,0.057,0.002,0.041,0.027,0.002,1,0,0
8,0.458,0.335,0.132,0.364,0.218,0.077,0.135,0,0,1
8,0.419,0.327,0.08,0.328,0.14,0.162,0.05,1,0,0
7,0.597,0.485,0.196,1.115,0.597,0.221,0.299,1,0,0
6,0.438,0.343,0.115,0.615,0.381,0.166,0.126,0,1,0
8,0.324,0.234,0.07,0.132,0.041,0.028,0.049,0,0,1
4,0.429,0.325,0.094,0.11,0.135,0.015,0.005,0,1,0
12,0.475,0.368,0.154,0.678,0.278,0.144,0.212,1,0,0
11,0.698,0.572,0.172,1.781,0.866,0.403,0.474,1,0,0
11,0.552,0.461,0.178,1.034,0.406,0.251,0.305,0,1,0
13,0.644,0.516,0.161,1.515,0.636,0.328,0.428,0,0,1
12,0.34,0.255,0.094,0.021,0.001,0.001,0.012,0,0,1
15,0.474,0.366,0.159,1.051,0.379,0.183,0.283,0,1,0
10,0.588,0.451,0.144,0.777,0.363,0.178,0.196,0,1,0
8,0.585,0.458,0.142,0.887,0.343,0.2,0.259,1,0,0
10,0.55,0.433,0.171,1.032,0.55,0.226,0.148,0,0,1
14,0.687,0.514,0.175,1.163,0.467,0.24,0.404,1,0,0
9,0.611,0.478,0.167,1.017,0.401,0.258,0.293,0,0,1
11,0.392,0.295,0.094,0.477,0.174,0.104,0.129,0,0,1
12,0.701,0.557,0.175,1.322,0.611,0.282,0.396,0,0,1
1,0.321,0.252,0.042,0.002,0.006,0.002,0.002,0,0,1
5,0.529,0.416,0.122,0.676,0.337,0.166,0.125,0,1,0
5,0.609,0.487,0.165,0.831,0.463,0.198,0.14,0,0,1
9,0.59,0.44,0.13,0.927,0.425,0.176,0.292,1,0,0
11,0.59,0.452,0.197,1.221,0.473,0.276,0.331,1,0,0
11,0.677,0.524,0.177,1.03,0.417,0.273,0.257,0,0,1
13,0.623,0.475,0.161,1.313,0.459,0.328,0.396,0,0,1
6,0.377,0.288,0.057,0.002,0.001,0.001,0.002,1,0,0
11,0.546,0.417,0.149,0.828,0.32,0.192,0.272,1,0,0
11,0.451,0.364,0.109,0.782,0.363,0.143,0.231,0,1,0
3,0.408,0.321,0.081,0.448,0.136,0.092,0.136,0,0,1
13,0.555,0.442,0.148,1.226,0.46,0.27,0.351,1,0,0
16,0.55,0.397,0.16,0.869,0.285,0.189,0.298,1,0,0
5,0.563,0.439,0.135,1.091,0.49,0.249,0.321,0,1,0
12,0.753,0.57,0.216,1.717,0.798,0.372,0.452,1,0,0
8,0.382,0.286,0.08,0.146,0.044,0.001,0.105,0,0,1
12,0.696,0.537,0.191,1.383,0.58,0.262,0.359,0,0,1
18,0.56,0.436,0.156,0.897,0.293,0.222,0.328,1,0,0
7,0.51,0.429,0.109,0.706,0.338,0.146,0.181,0,0,1
12,0.55,0.444,0.163,0.917,0.374,0.192,0.297,0,0,1
11,0.28,0.239,0.069,0.258,0.013,0.025,0.152,0,0,1
8,0.418,0.314,0.127,0.561,0.279,0.106,0.214,0,1,0
7,0.567,0.411,0.135,1.285,0.591,0.293,0.286,0,0,1
12,0.495,0.395,0.122,0.505,0.12,0.15,0.205,1,0,0
9,0.629,0.468,0.163,1.174,0.552,0.249,0.358,0,0,1
16,0.722,0.571,0.204,1.344,0.604,0.299,0.384,1,0,0
7,0.505,0.386,0.122,0.848,0.31,0.155,0.244,0,0,1
12,0.568,0.454,0.133,1.171,0.467,0.253,0.409,0,1,0
11,0.6,0.462,0.153,1.003,0.421,0.167,0.337,1,0,0
9,0.386,0.295,0.102,0.364,0.168,0.101,0.088,1,0,0
13,0.494,0.413,0.106,0.901,0.394,0.133,0.271,0,1,0
14,0.596,0.463,0.156,1.307,0.541,0.266,0.388,1,0,0
7,0.425,0.337,0.094,0.407,0.168,0.108,0.165,0,0,1
10,0.568,0.438,0.166,0.971,0.422,0.213,0.268,0,0,1
12,0.481,0.367,0.158,0.813,0.314,0.214,0.265,0,1,0
11,0.638,0.526,0.193,1.34,0.56,0.274,0.449,1,0,0
8,0.558,0.424,0.175,1.177,0.431,0.235,0.409,0,1,0
12,0.684,0.526,0.198,1.358,0.654,0.272,0.406,1,0,0
8,0.576,0.446,0.167,0.9,0.441,0.168,0.294,0,1,0
13,0.555,0.437,0.15,0.837,0.384,0.196,0.302,0,0,1
2,0.424,0.335,0.129,0.624,0.269,0.131,0.167,0,1,0
9,0.447,0.379,0.11,0.734,0.218,0.119,0.241,0,1,0
10,0.365,0.271,0.116,0.186,0.087,0.02,0.079,0,0,1
12,0.52,0.428,0.162,0.869,0.356,0.159,0.298,0,0,1
9,0.572,0.439,0.162,0.904,0.413,0.196,0.231,0,0,1
12,0.595,0.457,0.194,1.2,0.486,0.289,0.337,0,1,0
15,0.454,0.343,0.115,0.391,0.075,0.101,0.206,0,0,1
11,0.629,0.468,0.187,1.223,0.491,0.29,0.396,0,1,0
10,0.543,0.416,0.12,0.927,0.434,0.222,0.226,0,1,0
10,0.36,0.275,0.075,0.002,0.001,0.001,0.045,0,1,0
15,0.695,0.558,0.232,1.881,0.794,0.431,0.501,0,0,1
11,0.607,0.454,0.191,1.295,0.587,0.297,0.356,0,0,1
18,0.815,0.65,0.261,1.958,0.807,0.407,0.579,1,0,0
14,0.567,0.441,0.183,1.337,0.507,0.25,0.441,1,0,0
7,0.502,0.368,0.132,0.788,0.256,0.211,0.234,0,0,1
7,0.567,0.428,0.13,0.96,0.527,0.175,0.216,0,0,1
14,0.623,0.477,0.165,1.087,0.453,0.26,0.232,0,0,1
9,0.73,0.563,0.201,1.599,0.71,0.331,0.469,1,0,0
